player_id,name
1413875,Adam Farina
1079305,Peter Foley
1414987,Thomas Gallagher
1295673,David Mack
1295675,Sean McClung
1181502,Matt Palazini
1414791,Zach Price
1413874,Kenny Ross
1413873,Travis Sheldon
1295677,Ryan Stowe
1295676,John Wickey
1286519,Brandon Barnes
1067423,Stephon Carter
1282707,Issiah Grayson
1402797,Corey Hall
1282706,Mo Hughley
1173176,Kregg Jones
1402798,Erik Kinney
1282705,Zach Lamb
1293925,Javonte Maynor
1402799,Justin Omogun
1402800,Matthew Ratto
1402801,Tyler Smith
1402802,Dee Wallace
1282702,Tyrone White
1402803,Britton Williams
1282708,Adam Young
1078976,Chris Ameen
1409259,Thurman Anderson
1298813,Reid Crossen
1298810,Jaron Crowe
1298811,Matt Dennis
1179961,Grant Fairhurst
1298814,Tyler Ferrell
1298812,Josh Ingle
1179963,Kevin Krakowiak
1179964,Kyle Payne
1409260,Justin Roth
1078980,Sean Rothermel
1078920,Brandon Schmidt
1179969,Aaron Selmek
1409261,Cody Shell
1179966,Skyler Simpson
1179965,Ben Umbel
1409264,Ryan Walsh
1409263,Zach Warner
1406925,Rocco Belcaster
1176732,Jesse Berry
1176731,Chris Bond
1406932,Chase Brogna
1406927,Bo Calhoun
1406924,George Cater
954799,Zach Fields
1176728,Matt Kamieniecki
1176733,Tyler Koch
1406935,Majok Majok
1406920,Marcus Posley
1406933,Michael Ramey
1066024,Jauwan Scaife
1406929,Mading Thok
1296724,Dillon Bowman
1411166,Adam Brinkley
1296723,Aaron Clark
1411164,Dan Decker
1178929,Dan Dodd
1178926,Jordan Greve
1296729,Joshua Kosiorek
1415357,Ryan Landry
1411165,David Osborn
1074771,Kyle Pannebaker
1178927,Luke Peterson
1411163,Abe Valentine
1296728,Nate Wiersma
1415358,Ryan Workman
1078903,Jeremy Arnstein
1287181,Berk Atuk
1287178,Siondueh Burnette
1287180,Jose Canario
1409928,Brandon Cunningham
1407467,Nicolai Eddy
1181989,Carlos Gadelha
1181988,Ben Kane
1287176,Pat Lichtenstein
1287177,Chris McNaugton
1181986,Lamar Powell
1412019,Troy Simon
1078905,Frank Stortini
1185235,Derrick Bolanos
1286406,Damien Dwaine
1395298,Magne Fivelstad
1286402,Toure Hunt
1185232,Jason Llaneras
1395295,Aaron Martin
1286404,Justin McCoy
1395297,Taylor Mulvey
1395293,Bouna N'Diaye
1395296,Garrett Naughton
